Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
UTI Crisil SDL Maturity June 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,72.37,0.0014,0.0055,0.0152,0.0305,0.0111,0.0735,0.0767,0.0772,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.026764354,-221.4325782,67.5,0.002007486,99.66,10.80317741,54.46927096,142,477
SBI Crisil IBX Gilt Index - June 2036 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,2709.33,0.0025,0.009,0.0117,0.0272,0.013,0.073,0.0781,0.0845,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.025927411,-228.5997583,66.42,0.005762233,99.01,12.0917917,54.46571668,143,478
ICICI Prudential Nifty FMCG ETF,Regular,Index Funds/ETFs,-,138.7,-0.0388,-0.0138,-0.0936,-0.1097,-0.098,-0.013,-0.0201,0.0465,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.044335076,-135.6262465,80.47,0.036574627,93.63,5.383936452,54.38357458,144,483
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,3358.88,0.0013,0.0113,0.0128,0.0368,0.0165,0.072,0.0771,0.0817,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.025762874,-230.0985536,66.19,0.004852147,99.17,11.59752868,54.24701147,145,489
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,68.3,0.0011,0.0047,0.0131,0.0289,0.0097,0.0711,0.0749,0.0759,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.026165219,-226.594705,66.72,0.002532456,99.57,10.57369815,54.11647926,146,492
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,7669.22,0.001,0.0045,0.0129,0.0282,0.0093,0.0708,0.073,0.0742,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.026101909,-227.155797,66.64,0.001724336,99.71,10.27360989,54.01444395,147,496
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,8213.49,0.0009,0.0044,0.0127,0.028,0.0092,0.0704,0.0732,0.0745,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.025988587,-228.1616906,66.48,0.002095233,99.65,10.32656664,53.96962665,148,501
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,3491.34,0.0014,0.0048,0.0134,0.029,0.0098,0.0705,0.074,0.0752,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.025855941,-229.328342,66.31,0.002441994,99.59,10.45013239,53.95005296,149,505
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,386.05,0.001,0.0045,0.013,0.028,0.0094,0.0704,0.0725,0.0737,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.025923561,-228.7340102,66.4,0.001670329,99.72,10.18534863,53.91013945,150,508
Aditya Birla Sun Life Crisil IBX SDL Jun 2032 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,156.42,0.0016,0.0108,0.012,0.0341,0.0163,0.0705,0.0758,0.0807,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.025072967,-236.4897635,65.23,0.005101307,99.12,11.42100618,53.87340247,151,511
Tata Nifty G Sec Dec 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,77.36,0.0007,0.0043,0.0132,0.0282,0.0098,0.069,0.0715,0.0736,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.025428304,-233.244022,65.72,0.002302897,99.61,10.16769638,53.66607855,152,520
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,275.26,0.001,0.0044,0.0132,0.0281,0.0096,0.0688,0.0729,0.0746,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.025304051,-234.3972507,65.54,0.00298161,99.49,10.34421889,53.64668756,153,522
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,Regular,Index Funds/ETFs,-,2643.43,0.0044,0.0068,0.0083,0.0216,0.0102,0.0686,0.0784,0.0832,0.0609,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.024556255,-241.5433447,64.46,0.009979437,98.27,11.86231244,53.56392498,154,526
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,76.55,0.001,0.0042,0.0132,0.0278,0.0093,0.0678,0.0709,0.0725,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.024960909,-237.6596099,65.05,0.002389561,99.6,9.973521624,53.38440865,155,533
Kotak Nifty SDL Jul 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,99.14,0.0009,0.0043,0.0132,0.0278,0.0096,0.0676,0.0719,0.0736,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.024861108,-238.6217105,64.9,0.003092464,99.47,10.16769638,53.37807855,156,534
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Regular,Index Funds/ETFs,-,1042.19,0.001,0.0043,0.0135,0.0279,0.0095,0.0671,0.0714,0.0739,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.02465358,-240.6506492,64.6,0.003439477,99.41,10.22065313,53.29126125,157,540
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,170.94,0.0009,0.0038,0.0131,0.0274,0.0091,0.0663,0.0705,0.0726,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.024462461,-242.5634931,64.31,0.003207803,99.45,9.991173875,53.12446955,158,542
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Regular,Index Funds/ETFs,-,5008.78,0.0009,0.0038,0.0131,0.0274,0.0091,0.0644,0.0709,0.0737,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.023746614,-249.955638,63.19,0.004771094,99.18,10.18534863,52.78513945,159,552
Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,44.06,0.0008,0.0036,0.0123,0.0262,0.0086,0.0648,0.069,0.0711,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.023958499,-247.7283756,63.53,0.003207803,99.45,9.726390115,52.78455605,160,553
UTI Crisil SDL Maturity April 2033 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,311.44,0.0029,0.0105,0.0101,0.0326,0.0165,0.0655,0.0738,0.0796,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.023096876,-256.9395134,62.14,0.007086842,98.78,11.22683142,52.76673257,161,554
Kotak Nifty SDL Jul 2033 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,194.47,0.003,0.0099,0.0092,0.0328,0.0153,0.0647,0.0726,0.0787,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.023041998,-257.5861706,62.04,0.007019259,98.79,11.06796117,52.67618447,162,558
Aditya Birla Sun Life Crisil IBX Gilt - April 2026 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,203.03,0.0008,0.0039,0.0127,0.0264,0.0091,0.0632,0.0677,0.0706,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.023257751,-255.2611342,62.39,0.003728717,99.36,9.638128861,52.38025154,163,566
SBI Nifty 10yr Benchmark G-sec ETF,Regular,Index Funds/ETFs,-,3245.03,0.0049,0.0061,0.0053,0.0138,0.0084,0.0601,0.0737,0.0804,0.0554,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.02164252,-274.455102,59.49,0.011632999,97.98,11.36804943,51.78821977,164,588
ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,Regular,Index Funds/ETFs,-,706.34,0.0049,0.0061,0.0054,0.0137,0.0084,0.0593,0.0728,0.0785,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.021311875,-278.7507014,58.84,0.009860527,98.29,11.03265666,51.55206267,165,593
Aditya Birla Sun Life Nifty IT ETF,Regular,Index Funds/ETFs,-,224.17,-0.014,-0.1665,-0.2178,-0.1171,-0.2008,-0.1885,-0.0747,0.0235,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.075507229,-81.95903972,88.57,0.106095617,81.5,1.3239188,51.55056752,166,594
Axis Nifty IT ETF,Regular,Index Funds/ETFs,-,194.83,-0.014,-0.1664,-0.2177,-0.1197,-0.2007,-0.1915,-0.0756,0.0225,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.075554501,-81.94746697,88.58,0.107123309,81.32,1.147396293,51.42895852,167,597
Kotak Nifty IT ETF,Regular,Index Funds/ETFs,-,423.35,-0.014,-0.1665,-0.2176,-0.1184,-0.2007,-0.1895,-0.074,0.0241,0.0562,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.075445117,-82.03976948,88.56,0.110657038,80.7,1.429832304,51.34993292,168,599
ICICI Prudential Nifty IT ETF,Regular,Index Funds/ETFs,-,1272.3,-0.014,-0.1665,-0.2178,-0.1195,-0.2008,-0.191,-0.075,0.0233,0.0552,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.075553451,-81.94198803,88.58,0.110915685,80.66,1.288614298,51.28744572,169,600
Nippon India ETF Nifty IT,Regular,Index Funds/ETFs,-,2908.24,-0.014,-0.1665,-0.218,-0.12,-0.201,-0.1916,-0.0756,0.0228,0.055,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.075635012,-81.86155932,88.59,0.111059549,80.63,1.200353045,51.24614122,170,601
SBI Nifty IT ETF,Regular,Index Funds/ETFs,-,74.76,-0.014,-0.1666,-0.2181,-0.1199,-0.2011,-0.1914,-0.0755,0.0227,0.0552,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.075656877,-81.83525762,88.59,0.11100494,80.64,1.182700794,51.24208032,171,602
ICICI Prudential Nifty IT Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,633.05,-0.0144,-0.1672,-0.2194,-0.1232,-0.2021,-0.196,-0.0815,0.016,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.076112191,-81.40614392,88.66,0.10611354,81.5,0,51.048,172,604
Kotak Nifty 1D Rate Liquid ETF,Regular,Index Funds/ETFs,-,1592.23,0.0009,0.0035,0.012,0.0251,0.0084,0.0535,0.0589,0.0603,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.019687322,-302.0471679,55.32,0.003590729,99.39,7.819947043,49.54097882,173,626
Mirae Asset Hang Seng TECH ETF,Regular,Index Funds/ETFs,-,436.6,-0.0544,-0.1021,-0.1432,-0.1286,-0.1196,-0.1256,0.2664,0.0868,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.031327671,-195.5332047,71.41,0.196228574,65.77,12.49779347,46.15311739,174,636
UTI Nifty 10 yr Benchmark G-Sec ETF,Regular,Index Funds/ETFs,-,23.43,0.0049,0.006,0.0049,0.0132,0.0081,0.0575,0.0743,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.02068136,-287.3360308,57.54,0.011879394,97.94,,,,
UTI Silver Exchange Traded Fund,Regular,Index Funds/ETFs,-,2109.53,0.0043,0.0611,0.4716,1.1094,0.1591,1.6701,0.8669,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.672037828,-6.442940885,99.98,0.567948167,0.91,,,,
UTI Nifty 5 yr Benchmark G-Sec ETF,Regular,Index Funds/ETFs,-,25.25,0.0013,0.007,0.0127,0.0291,0.0138,0.0761,0.0819,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.027472799,-215.6278314,68.38,0.004101219,99.3,,,,
UTI Nifty IT ETF,Regular,Index Funds/ETFs,-,5.45,-0.014,-0.1664,-0.2179,-0.1189,-0.2009,-0.1903,-0.0747,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.075558878,-81.92683888,88.58,0.081741544,85.75,,,,
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,92.89,-0.0299,-0.0249,-0.0499,-0.0341,-0.03,0.0923,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.052174237,-113.2302137,83.85,,,,,,
UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,26.2,-0.03,0.0054,0.0167,0.0517,0.005,0.2351,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.095650142,-60.2706894,91.85,,,,,,
UTI Nifty Midcap 150 ETF,Regular,Index Funds/ETFs,-,12.27,-0.0344,-0.0264,-0.0385,0.009,-0.0413,0.1743,0.091,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.083935533,-69.40683886,90.47,0.058901995,89.73,,,,
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,445.71,0.0011,0.0052,0.0136,0.0299,0.0098,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.011099865,,,,,,,,
ICICI Prudential BSE Liquid Rate ETF - Growth,Regular,Index Funds/ETFs,-,769.33,0.0009,0.0035,0.0119,0.0249,0.0083,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.009401064,,,,,,,,
ICICI Prudential Nifty50 Value 20 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,109.32,-0.0232,-0.0295,-0.0416,0.0159,-0.041,0.0519,0.0222,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.037435531,-158.8891569,76.95,0.021001071,96.35,,,,
ICICI Prudential Nifty 200 Quality 30 ETF,Regular,Index Funds/ETFs,-,171.58,-0.0241,-0.0451,-0.0726,-0.0375,-0.0698,0.0884,0.0436,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.05945477,-99.43020564,85.93,0.031678384,94.48,,,,
ICICI Prudential Nifty200 Quality 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,23.03,-0.0241,-0.0455,-0.0737,-0.04,-0.0705,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.021036349,,,,,,,,
ICICI Prudential Nifty 500 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,66.51,-0.032,-0.0305,-0.0485,-0.0084,-0.0494,0.1176,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.063577155,-92.52380008,86.98,,,,,,
ICICI Prudential Nifty Metal ETF,Regular,Index Funds/ETFs,-,1033.82,-0.0321,0.011,0.1651,0.2447,0.079,0.3908,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.157744165,-35.55884296,95.58,,,,,,
ICICI Prudential Nifty Private Bank Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,21.3,-0.0325,-0.0252,-0.0302,0.0585,-0.025,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.038918851,,,,,,,,
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,242.2,-0.0327,-0.0292,-0.0442,0.0038,-0.045,0.1419,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.072174455,-81.16583595,88.69,,,,,,
ICICI Prudential Nifty Top 15 Equal Weight ETF,Regular,Index Funds/ETFs,-,7.76,-0.033,-0.033,-0.0709,0.0073,-0.0675,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.031798852,,,,,,,,
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,25.32,-0.0331,-0.0337,-0.0728,0.0027,-0.0688,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.030860055,,,,,,,,
ICICI Prudential Nifty200 Value 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,136.35,-0.0369,0.0105,0.1136,0.2277,0.065,0.3584,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.147004663,-38.37701388,95.16,,,,,,
ICICI Prudential Nifty Oil & Gas ETF,Regular,Index Funds/ETFs,-,290.34,-0.039,-0.0265,-0.0078,0.0807,-0.0338,0.2108,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.098699983,-58.65451865,92.09,,,,,,
ICICI Prudential Nifty200 Value 30 ETF,Regular,Index Funds/ETFs,-,24.11,-0.0392,0.009,0.1144,0.2307,0.0652,0.3665,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.150730789,-37.37458052,95.31,,,,,,
ICICI Prudential Nifty EV & New Age Automotive ETF,Regular,Index Funds/ETFs,-,43.5,-0.0452,-0.0258,-0.0499,-0.0348,-0.0546,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.011679812,,,,,,,,
ICICI Prudential Nifty PSU Bank ETF,Regular,Index Funds/ETFs,-,122.37,-0.0514,0.0502,0.1178,0.3653,0.0983,0.595,0.1348,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.239160328,-22.59990207,97.54,0.325410541,43.23,,,,
Axis Nifty500 Value 50 ETF,Regular,Index Funds/ETFs,-,21.53,-0.0337,0.0099,0.1027,0.1783,0.0589,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.082245438,,,,,,,,
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,122.65,-0.0335,0.0095,0.1009,0.1738,0.0578,0.3077,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.123560625,-46.06888327,94,,,,,,
Axis Nifty Bank Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,150.02,-0.0352,-0.0178,-0.0151,0.0852,-0.011,0.2144,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.096982385,-59.65619427,91.94,,,,,,
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,59.27,0.0005,0.0046,0.0121,0.0292,0.0093,0.0793,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.029522669,-200.5475843,70.66,,,,,,
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,22.32,0.0009,0.0045,0.0109,0.0284,0.0086,0.0802,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.029940124,-197.7212948,71.08,,,,,,
Axis CRISIL-IBX AAA NBFC Index - June 2027 - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1771.38,0.0003,0.0042,0.0112,0.0284,0.0087,0.078,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.029182118,-202.9324958,70.3,,,,,,
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,119.73,-0.0382,-0.0044,-0.0535,-0.0005,-0.0271,0.0988,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.054283727,-108.7102958,84.53,,,,,,
Axis BSE Sensex ETF,Regular,Index Funds/ETFs,-,134.08,-0.0271,-0.0393,-0.0658,-0.0064,-0.0604,0.097,0.0533,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.059954416,-98.45813523,86.08,0.030900566,94.62,,,,
Axis Nifty 500 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,307.36,-0.0319,-0.0304,-0.0487,-0.0079,-0.0495,0.1205,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.064751785,-90.80058559,87.24,,,,,,
Axis BSE Sensex Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,46.57,-0.0274,-0.04,-0.0678,-0.0098,-0.062,0.0897,0.0464,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.057689713,-102.4498074,85.48,0.030617724,94.67,,,,
Axis Nifty IT Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,140.53,-0.0142,-0.1671,-0.2197,-0.1234,-0.2021,-0.1984,-0.0831,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.076489653,-81.0357972,88.71,0.081529412,85.79,,,,
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,294.27,0.001,0.0048,0.013,,0.009,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.005190697,,,,,,,,
Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,71.78,-0.0231,-0.0395,-0.0567,,-0.0419,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.013759845,,,,,,,,
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,8.09,,,,,,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,,,,,,,,,
SBI Silver ETF,Regular,Index Funds/ETFs,-,8494.83,0.0082,0.0443,0.4629,1.0976,0.1415,1.6676,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.67381736,-6.42963547,99.99,,,,,,
SBI NIFTY 1D Rate Liquid ETF - Growth,Regular,Index Funds/ETFs,-,31.71,0.0009,0.0035,0.0119,0.0249,0.0083,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.009401064,,,,,,,,
SBI Nifty IT Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,76.16,-0.0141,-0.1665,-0.219,-0.1221,-0.2016,-0.1966,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.076221504,-81.29726754,88.67,,,,,,
SBI Nifty200 Quality 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,304.8,-0.0243,-0.0456,-0.0739,-0.0398,-0.0707,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.021094383,,,,,,,,
SBI BSE Sensex Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,301.77,-0.0272,-0.0396,-0.067,-0.0094,-0.0612,0.0911,0.0484,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.057949165,-101.9669576,85.55,0.03019346,94.74,,,,
SBI Nifty 500 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,778.67,-0.0322,-0.0305,-0.0485,-0.0073,-0.0494,0.1216,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.065180163,-90.18694825,87.33,,,,,,
SBI Nifty50 Equal Weight ETF,Regular,Index Funds/ETFs,-,29.7,-0.0326,-0.0237,-0.0227,0.0249,-0.0261,0.1653,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.076886993,-75.88669793,89.49,,,,,,
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1044.93,-0.0327,-0.0242,-0.0244,0.0216,-0.0273,0.1575,0.0724,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.074081057,-78.86631536,89.04,0.060174787,89.51,,,,
SBI Nifty100 Low Volatility 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,64.26,-0.0333,-0.0236,-0.0508,-0.0202,-0.0491,,,,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.014138069,,,,,,,,
