Scheme Name,Plan,Category Name,Crisil Rating,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,Volatility,Sharpe_Ratio,Risk_Adjusted_Score,Return_STD,Consistency_Score,Return_Score,Composite_Score,Category_Rank,Overall_Rank
Nippon India ETF Nifty 100,Regular,Index Funds/ETFs,-,318.35,-0.0308,-0.0314,-0.0479,0.0025,-0.0473,0.1201,0.0595,0.1409,0.1164,0.133,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.064334625,-91.39557402,87.15,0.03200714,94.43,22.04766108,63.29306443,72,250
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1403.82,-0.0364,-0.0286,-0.0636,-0.0876,-0.0737,0.0781,0.0107,0.1868,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.059860505,-98.92833428,86.01,0.088853494,84.51,30.15004413,63.21601765,73,256
Nippon India Nifty Smallcap 250 Index Fund - Growth,Regular,Index Funds/ETFs,-,2577.71,-0.0364,-0.0287,-0.0636,-0.0879,-0.0737,0.0709,0.0072,0.1833,0.1587,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.057194044,-103.6663888,85.29,0.081121776,85.86,29.53221536,63.15788614,74,257
ICICI Prudential Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,551.66,-0.0363,-0.0287,-0.0637,-0.0878,-0.0737,0.0766,0.0104,0.1856,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.059334644,-99.83037872,85.87,0.088467018,84.58,29.93821712,63.11028685,75,259
Aditya Birla Sun Life Nifty ETF,Regular,Index Funds/ETFs,4,442.78,-0.0286,-0.0338,-0.0533,0.0037,-0.0512,0.121,0.0644,0.133,0.119,0.1394,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.066000929,-89.0745034,87.5,0.029711412,94.83,20.65313327,62.96025331,76,267
ICICI Prudential Nifty 50 ETF,Regular,Index Funds/ETFs,5,37152.49,-0.0286,-0.0338,-0.0532,0.0034,-0.0511,0.1208,0.0644,0.133,0.119,0.1398,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.065886278,-89.23254056,87.47,0.029783553,94.82,20.65313327,62.94825331,77,268
Nippon India ETF Nifty 50 BeES,Regular,Index Funds/ETFs,4,56552.27,-0.0286,-0.0338,-0.0532,0.0034,-0.0512,0.1206,0.0643,0.1329,0.1189,0.1397,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.065822023,-89.3226881,87.46,0.029779053,94.82,20.63548102,62.93819241,78,269
UTI Nifty 50 ETF,Regular,Index Funds/ETFs,4,43482.82,-0.0286,-0.0338,-0.0533,0.0035,-0.0512,0.1208,0.0643,0.1328,0.1188,0.1402,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.065916857,-89.19114613,87.48,0.0298736,94.8,20.61782877,62.93113151,79,270
SBI Nifty 50 ETF,Regular,Index Funds/ETFs,4,213439.31,-0.0286,-0.0338,-0.0533,0.0033,-0.0512,0.1205,0.0642,0.1327,0.1187,0.1401,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.065794025,-89.36221853,87.46,0.029864661,94.8,20.60017652,62.91807061,80,272
Mirae Asset Nifty 50 ETF (MAN50ETF),Regular,Index Funds/ETFs,4,4731.73,-0.0286,-0.0338,-0.0533,0.0033,-0.0512,0.1205,0.0642,0.1328,0.1187,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.065794025,-89.36221853,87.46,0.030549468,94.68,20.61782877,62.88913151,81,273
Axis Nifty 50 ETF,Regular,Index Funds/ETFs,3,1212.13,-0.0286,-0.0338,-0.0532,0.0033,-0.0511,0.1204,0.064,0.1328,0.1187,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.065727823,-89.45374676,87.44,0.030634879,94.67,20.61782877,62.88013151,82,276
Mirae Asset Nifty 100 ESG Sector Leaders ETF,Regular,Index Funds/ETFs,-,110.9,-0.0297,-0.0477,-0.0655,-0.0211,-0.062,0.1097,0.0566,0.1341,0.105,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.065599769,-89.791475,87.39,0.032445698,94.35,20.84730803,62.86092321,83,277
Tata Nifty 50 Exchange Traded Fund,Regular,Index Funds/ETFs,2,731.7,-0.0286,-0.0344,-0.0539,0.0032,-0.0518,0.1202,0.0638,0.1321,0.1183,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.065887837,-89.23953663,87.47,0.030484641,94.69,20.49426302,62.84570521,84,278
Axis Nifty 100 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1974.04,-0.0309,-0.0318,-0.049,0.0003,-0.0481,0.1156,0.0554,0.136,0.1111,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.062805905,-93.69182766,86.8,0.034495543,93.99,21.18270079,62.71008032,85,285
UTI Nifty 50 Index Fund - Growth,Regular,Index Funds/ETFs,4,26517.42,-0.0287,-0.034,-0.054,0.0021,-0.0517,0.1178,0.0614,0.1295,0.1156,0.1369,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.064896515,-90.63968989,87.26,0.029719236,94.83,20.0353045,62.6411218,86,288
ICICI Prudential Nifty Alpha Low Volatility 30 ETF,Regular,Index Funds/ETFs,-,932.45,-0.037,-0.0028,-0.0232,0.0094,-0.016,0.1097,0.0132,0.1713,0.1444,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.052963248,-111.2148555,84.15,0.069067334,87.96,27.41394528,62.59857811,87,290
ICICI Prudential Nifty 50 Index Fund - Growth,Regular,Index Funds/ETFs,3,15179.76,-0.0287,-0.034,-0.0541,0.0016,-0.0518,0.1165,0.0603,0.1285,0.1143,0.1331,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.064404205,-91.35273028,87.15,0.029177183,94.92,19.85878199,62.5645128,88,291
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Regular,Index Funds/ETFs,-,42.83,-0.0407,-0.004,-0.0432,0.0135,-0.0163,0.116,-0.0082,0.1842,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.058882915,-99.92711825,85.86,0.097548825,82.99,29.69108561,62.53143425,89,294
Aditya Birla Sun Life Nifty 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,3,1274.91,-0.0287,-0.0341,-0.0543,0.0015,-0.0519,0.1159,0.0596,0.1275,0.1128,0.1309,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.064218222,-91.62664183,87.11,0.028825735,94.98,19.68225949,62.4999038,90,297
ICICI Prudential Nifty 200 Momentum 30 ETF,Regular,Index Funds/ETFs,-,508.25,-0.0407,-0.004,-0.043,0.0139,-0.0162,0.1172,-0.0083,0.183,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.05931218,-99.18367568,85.97,0.097190174,83.05,29.47925861,62.49770344,91,298
SBI Nifty Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,3,11793.3,-0.0287,-0.0341,-0.0542,0.0013,-0.0519,0.1157,0.0595,0.1275,0.1132,0.1324,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.064120192,-91.76984398,87.09,0.029156526,94.92,19.68225949,62.4759038,92,300
Nippon India Index Fund - Nifty 50 Plan - Growth,Regular,Index Funds/ETFs,3,3077.55,-0.0287,-0.0341,-0.0542,0.0013,-0.0519,0.1157,0.0592,0.127,0.1109,0.1292,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.064120192,-91.76984398,87.09,0.028542863,95.03,19.59399823,62.47359929,93,301
Tata Nifty 50 Index Fund - Regular Plan,Regular,Index Funds/ETFs,1,1503.86,-0.0288,-0.0348,-0.0551,0.0006,-0.0526,0.1144,0.0581,0.126,0.1124,0.1323,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.063879086,-92.13657146,87.04,0.029422661,94.88,19.41747573,62.34299029,94,307
Axis Nifty 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,2,843.14,-0.0286,-0.034,-0.0541,0.0014,-0.0517,0.1157,0.0599,0.1279,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.064067925,-91.84471028,87.08,0.036254839,93.69,19.75286849,62.1321474,95,314
Kotak Nifty 50 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,1,1036.58,-0.0286,-0.034,-0.054,0.0018,-0.0517,0.1168,0.0585,0.1264,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.064492865,-91.22249381,87.17,0.036745657,93.6,19.48808473,62.02623389,96,317
SBI Nifty 200 Quality 30 ETF,Regular,Index Funds/ETFs,-,74.36,-0.0241,-0.0452,-0.0728,-0.0377,-0.0699,0.0875,0.042,0.132,0.113,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.059164911,-99.93254317,85.86,0.038947347,93.22,20.47661077,61.91464431,97,319
Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Regular,Index Funds/ETFs,-,25.35,-0.0241,-0.0452,-0.0728,-0.0371,-0.0699,0.0889,0.0439,0.1341,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.059685811,-99.03693909,85.99,0.045100037,92.14,20.84730803,61.77792321,98,323
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,541.67,-0.0408,-0.0045,-0.0447,0.0102,-0.0174,0.109,-0.0148,0.1731,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.056475788,-104.3101863,85.2,0.09551759,83.35,27.73168579,61.65767432,99,325
Tata Nifty Private Bank ETF,Regular,Index Funds/ETFs,-,11.32,-0.0326,-0.0247,-0.0275,0.0655,-0.0229,0.1634,0.0932,0.1076,0.0884,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.07936634,-73.53999145,89.85,0.034479124,94,16.16946161,61.62278464,100,327
ICICI Prudential Nifty Private Banks ETF,Regular,Index Funds/ETFs,-,1894.06,-0.0326,-0.0247,-0.0284,0.0644,-0.0235,0.1621,0.0924,0.1071,0.0872,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.078945823,-73.94818071,89.78,0.03431744,94.02,16.08120035,61.57248014,101,330
SBI Nifty Private Bank ETF,Regular,Index Funds/ETFs,-,250.39,-0.0326,-0.0247,-0.0284,0.0644,-0.0234,0.1623,0.0924,0.107,0.0866,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.079007164,-73.88823604,89.79,0.034565819,93.98,16.0635481,61.55641924,102,331
Aditya Birla Sun Life SENSEX ETF,Regular,Index Funds/ETFs,3,11.64,-0.0271,-0.0393,-0.066,-0.0061,-0.0605,0.0974,0.0536,0.1143,0.1091,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.060164264,-98.10807287,86.13,0.027587316,95.2,17.3521624,61.33986496,103,336
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1354.86,-0.0371,-0.0031,-0.0252,0.006,-0.0169,0.1022,0.0073,0.1639,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.05035019,-117.1356049,83.26,0.078884367,86.25,26.10767873,61.29607149,104,339
ICICI Prudential BSE Sensex ETF,Regular,Index Funds/ETFs,5,26281.07,-0.0271,-0.0393,-0.0659,-0.0065,-0.0605,0.0971,0.0538,0.1147,0.1095,0.1376,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.060019686,-98.34939879,86.1,0.030946292,94.61,17.4227714,61.18210856,105,341
Nippon India ETF BSE Sensex,Regular,Index Funds/ETFs,4,23290.98,-0.0271,-0.0393,-0.0659,-0.0066,-0.0605,0.0969,0.0537,0.1146,0.1093,0.1379,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.059940117,-98.48329069,86.08,0.031058847,94.59,17.40511915,61.16304766,106,343
UTI BSE Sensex ETF,Regular,Index Funds/ETFs,5,53598.23,-0.0271,-0.0393,-0.066,-0.0065,-0.0605,0.0971,0.0536,0.1143,0.1092,0.1382,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.060035981,-98.32270438,86.1,0.031140761,94.58,17.3521624,61.14486496,107,347
SBI BSE Sensex ETF,Regular,Index Funds/ETFs,5,122409.41,-0.0271,-0.0393,-0.066,-0.0066,-0.0605,0.0968,0.0535,0.1142,0.1091,0.138,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.059918392,-98.52066837,86.07,0.031120845,94.58,17.33451015,61.12880406,108,349
ICICI Prudential BSE Sensex Index Fund - Growth,Regular,Index Funds/ETFs,2,1947.32,-0.0272,-0.0395,-0.0666,-0.0079,-0.061,0.094,0.0513,0.1112,0.1055,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.058998056,-100.1049925,85.83,0.027094772,95.28,16.80494263,61.05497705,109,351
Kotak S&P BSE Sensex ETF,Regular,Index Funds/ETFs,3,21.38,-0.0272,-0.0395,-0.0663,-0.007,-0.0608,0.0957,0.0521,0.1123,0.1071,0.1357,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.059596826,-99.07071229,85.99,0.03077096,94.64,16.99911739,60.98864695,110,355
Nippon India Index Fund - BSE Sensex Plan - Growth,Regular,Index Funds/ETFs,3,957.33,-0.0272,-0.0396,-0.067,-0.0089,-0.0613,0.0918,0.0487,0.1085,0.103,0.1295,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.05824603,-101.4352396,85.63,0.029924822,94.79,16.32833186,60.65733274,111,363
Tata BSE Sensex Index Fund - Regular Plan,Regular,Index Funds/ETFs,1,407.39,-0.0272,-0.0406,-0.0679,-0.0094,-0.0622,0.0903,0.0473,0.1075,0.1014,0.1291,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.058014481,-101.8659463,85.57,0.030237923,94.74,16.15180936,60.55372374,112,366
Tata Nifty India Digital ETF,Regular,Index Funds/ETFs,-,180.19,-0.0291,-0.1312,-0.1976,-0.1355,-0.1791,-0.0528,0.0082,0.1403,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.067311557,-89.9221515,87.37,0.098707497,82.79,21.94174757,59.82469903,113,378
ICICI Prudential Nifty50 Value 20 ETF,Regular,Index Funds/ETFs,-,120.11,-0.0231,-0.0292,-0.0405,0.0183,-0.0402,0.0568,0.0277,0.1264,0.137,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.039102263,-151.9912018,77.99,0.053169188,90.74,19.48808473,58.41423389,114,393
Nippon India Nifty 50 Value 20 Index Fund - Regular - Growth,Regular,Index Funds/ETFs,-,1059.12,-0.0232,-0.0298,-0.042,0.015,-0.0413,0.0503,0.0215,0.1199,0.1289,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.036907705,-161.2048229,76.6,0.052559395,90.84,18.34068844,57.56827538,115,404
Aditya Birla Sun Life Crisil IBX Gilt - April 2029 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,615.32,0.0001,0.0052,0.0106,0.0329,0.0105,0.0795,0.0822,0.0831,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.029804071,-198.6473572,70.94,0.001873499,99.69,11.84466019,55.92686408,116,427
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Regular,Index Funds/ETFs,-,18.42,0.0013,0.0068,0.0127,0.029,0.0137,0.0813,0.0837,0.0827,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.029506248,-200.5914142,70.65,0.001205543,99.8,11.77405119,55.84462048,117,429
SBI Crisil IBX Gilt Index - April 2029 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,2019.16,0.0001,0.005,0.0105,0.0326,0.0105,0.079,0.0813,0.0822,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.029627875,-199.845582,70.76,0.001650253,99.72,11.68578994,55.81831598,118,430
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,145.72,0.0002,0.0039,0.0107,0.0314,0.0109,0.0784,0.081,0.0818,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.029397375,-201.4329499,70.52,0.001777639,99.7,11.61518094,55.71207237,119,432
Nippon India ETF Nifty 5 yr Benchmark G-Sec,Regular,Index Funds/ETFs,-,246.07,0.0013,0.007,0.0131,0.0298,0.014,0.0798,0.0831,0.0832,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.028879797,-204.9945167,69.98,0.00193477,99.67,11.86231244,55.63992498,120,433
Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,401.79,0.0007,0.0056,0.0137,0.033,0.0099,0.0778,0.0799,0.0809,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (7).xlsx,0.028844324,-205.3159608,69.94,0.001582193,99.74,11.45631068,55.48652427,121,435
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,318.64,0,0.0049,0.0117,0.0328,0.0105,0.0766,0.0803,0.0807,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.028667665,-206.6230389,69.74,0.002260531,99.62,11.42100618,55.37640247,122,438
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,544.41,0.0007,0.0052,0.0111,0.0308,0.0081,0.0765,0.0781,0.0783,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (5).xlsx,0.028620319,-206.9683421,69.69,0.000986577,99.84,10.99735216,55.25794086,123,440
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,854.49,0.0002,0.0045,0.0108,0.0327,0.0076,0.0749,0.0805,0.0811,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.028379247,-208.7828467,69.41,0.003419552,99.42,11.49161518,55.24564607,124,441
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,839.43,0.0017,0.004,0.0094,0.0297,0.0098,0.0751,0.0807,0.0827,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.028006101,-211.5574781,68.99,0.003939543,99.32,11.77405119,55.20262048,125,442
Axis Crisil IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,67.43,0.0007,0.0057,0.0133,0.0328,0.0094,0.0763,0.0794,0.0795,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (1).xlsx,0.028328619,-209.106556,69.36,0.001819341,99.69,11.20917917,55.19867167,126,443
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,34.4,0.0009,0.0056,0.0117,0.0315,0.0085,0.0756,0.0782,0.0784,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (3).xlsx,0.028160895,-210.3768373,69.17,0.00156205,99.74,11.01500441,55.07900177,127,445
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,331.71,0.0009,0.006,0.0131,0.0326,0.0098,0.0758,0.0792,0.0793,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.028034455,-211.3185365,69.03,0.001992486,99.66,11.17387467,55.07654987,128,446
Tata Nifty SDL Plus AAA PSU Bond Dec 60: 40 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,745.06,0.001,0.0049,0.0116,0.0288,0.0093,0.0753,0.0771,0.0771,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (4).xlsx,0.027891892,-212.4165652,68.86,0.00103923,99.83,10.78552515,54.92121006,129,449
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,8952.92,0.0011,0.0049,0.0123,0.0292,0.0096,0.0753,0.0772,0.077,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.027820041,-212.9651806,68.78,0.001044031,99.83,10.7678729,54.89014916,130,452
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,1548.66,0.0011,0.0055,0.014,0.0312,0.0107,0.075,0.0785,0.0789,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (6).xlsx,0.027529433,-215.224195,68.44,0.002145538,99.64,11.10326567,54.86530627,131,455
SBI Crisil IBX SDL Index - September 2027 Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,-,970.49,0.001,0.0054,0.014,0.0311,0.0106,0.0747,0.0781,0.0785,,,Historical Returns - Mutual fund screener Mutual Fund Screening and Analysis Tool - Moneycontrol.com (2).xlsx,0.027447331,-215.8789107,68.34,0.002088061,99.65,11.03265666,54.81006267,132,457
